Provincias	Tamaño de los municipios	Periodo	Total
48 Bizkaia	De 2.001 a 3.000	2013	8
48 Bizkaia	De 2.001 a 3.000	2012	7
48 Bizkaia	De 2.001 a 3.000	2011	7
48 Bizkaia	De 2.001 a 3.000	2010	7
48 Bizkaia	De 2.001 a 3.000	2009	7
48 Bizkaia	De 2.001 a 3.000	2008	8
48 Bizkaia	De 2.001 a 3.000	2007	9
48 Bizkaia	De 2.001 a 3.000	2006	9
48 Bizkaia	De 2.001 a 3.000	2005	9
48 Bizkaia	De 2.001 a 3.000	2004	8
48 Bizkaia	De 2.001 a 3.000	2003	8
48 Bizkaia	De 2.001 a 3.000	2002	8
48 Bizkaia	De 2.001 a 3.000	2001	9
48 Bizkaia	De 2.001 a 3.000	2000	9
48 Bizkaia	De 2.001 a 3.000	1999	7
48 Bizkaia	De 2.001 a 3.000	1998	7
48 Bizkaia	De 2.001 a 3.000	1997	""
48 Bizkaia	De 2.001 a 3.000	1996	5
48 Bizkaia	De 3.001 a 5.000	2021	10
48 Bizkaia	De 3.001 a 5.000	2020	11
48 Bizkaia	De 3.001 a 5.000	2019	11
48 Bizkaia	De 3.001 a 5.000	2018	12
48 Bizkaia	De 3.001 a 5.000	2017	12
48 Bizkaia	De 3.001 a 5.000	2016	12
48 Bizkaia	De 3.001 a 5.000	2015	12
48 Bizkaia	De 3.001 a 5.000	2014	12
48 Bizkaia	De 3.001 a 5.000	2013	12
48 Bizkaia	De 3.001 a 5.000	2012	12
48 Bizkaia	De 3.001 a 5.000	2011	12
48 Bizkaia	De 3.001 a 5.000	2010	12
48 Bizkaia	De 3.001 a 5.000	2009	12
48 Bizkaia	De 3.001 a 5.000	2008	11
48 Bizkaia	De 3.001 a 5.000	2007	10
48 Bizkaia	De 3.001 a 5.000	2006	10
48 Bizkaia	De 3.001 a 5.000	2005	11
48 Bizkaia	De 3.001 a 5.000	2004	12
48 Bizkaia	De 3.001 a 5.000	2003	12
48 Bizkaia	De 3.001 a 5.000	2002	12
48 Bizkaia	De 3.001 a 5.000	2001	11
48 Bizkaia	De 3.001 a 5.000	2000	11
48 Bizkaia	De 3.001 a 5.000	1999	12
48 Bizkaia	De 3.001 a 5.000	1998	12
48 Bizkaia	De 3.001 a 5.000	1997	""
48 Bizkaia	De 3.001 a 5.000	1996	14
48 Bizkaia	De 5.001 a 10.000	2021	15
48 Bizkaia	De 5.001 a 10.000	2020	14
48 Bizkaia	De 5.001 a 10.000	2019	14
48 Bizkaia	De 5.001 a 10.000	2018	13
48 Bizkaia	De 5.001 a 10.000	2017	13
48 Bizkaia	De 5.001 a 10.000	2016	13
48 Bizkaia	De 5.001 a 10.000	2015	13
48 Bizkaia	De 5.001 a 10.000	2014	13
48 Bizkaia	De 5.001 a 10.000	2013	13
48 Bizkaia	De 5.001 a 10.000	2012	13
48 Bizkaia	De 5.001 a 10.000	2011	13
48 Bizkaia	De 5.001 a 10.000	2010	14
48 Bizkaia	De 5.001 a 10.000	2009	14
48 Bizkaia	De 5.001 a 10.000	2008	14
48 Bizkaia	De 5.001 a 10.000	2007	14
48 Bizkaia	De 5.001 a 10.000	2006	14
48 Bizkaia	De 5.001 a 10.000	2005	13
48 Bizkaia	De 5.001 a 10.000	2004	12
48 Bizkaia	De 5.001 a 10.000	2003	12
48 Bizkaia	De 5.001 a 10.000	2002	12
48 Bizkaia	De 5.001 a 10.000	2001	12
48 Bizkaia	De 5.001 a 10.000	2000	11
48 Bizkaia	De 5.001 a 10.000	1999	11
48 Bizkaia	De 5.001 a 10.000	1998	11
48 Bizkaia	De 5.001 a 10.000	1997	""
48 Bizkaia	De 5.001 a 10.000	1996	11
48 Bizkaia	De 10.001 a 20.000	2021	9
48 Bizkaia	De 10.001 a 20.000	2020	9
48 Bizkaia	De 10.001 a 20.000	2019	9
48 Bizkaia	De 10.001 a 20.000	2018	9
48 Bizkaia	De 10.001 a 20.000	2017	9
48 Bizkaia	De 10.001 a 20.000	2016	9
48 Bizkaia	De 10.001 a 20.000	2015	9
48 Bizkaia	De 10.001 a 20.000	2014	9
48 Bizkaia	De 10.001 a 20.000	2013	9
48 Bizkaia	De 10.001 a 20.000	2012	9
48 Bizkaia	De 10.001 a 20.000	2011	9
48 Bizkaia	De 10.001 a 20.000	2010	8
48 Bizkaia	De 10.001 a 20.000	2009	8
48 Bizkaia	De 10.001 a 20.000	2008	8
48 Bizkaia	De 10.001 a 20.000	2007	8
48 Bizkaia	De 10.001 a 20.000	2006	8
48 Bizkaia	De 10.001 a 20.000	2005	8
48 Bizkaia	De 10.001 a 20.000	2004	8
48 Bizkaia	De 10.001 a 20.000	2003	8
48 Bizkaia	De 10.001 a 20.000	2002	8
48 Bizkaia	De 10.001 a 20.000	2001	8
48 Bizkaia	De 10.001 a 20.000	2000	8
48 Bizkaia	De 10.001 a 20.000	1999	8
48 Bizkaia	De 10.001 a 20.000	1998	8
48 Bizkaia	De 10.001 a 20.000	1997	""
48 Bizkaia	De 10.001 a 20.000	1996	8
48 Bizkaia	De 20.001 a 30.000	2021	4
48 Bizkaia	De 20.001 a 30.000	2020	3
48 Bizkaia	De 20.001 a 30.000	2019	4
48 Bizkaia	De 20.001 a 30.000	2018	4
48 Bizkaia	De 20.001 a 30.000	2017	4
48 Bizkaia	De 20.001 a 30.000	2016	4
48 Bizkaia	De 20.001 a 30.000	2015	4
48 Bizkaia	De 20.001 a 30.000	2014	4
48 Bizkaia	De 20.001 a 30.000	2013	4
48 Bizkaia	De 20.001 a 30.000	2012	4
48 Bizkaia	De 20.001 a 30.000	2011	4
48 Bizkaia	De 20.001 a 30.000	2010	4
48 Bizkaia	De 20.001 a 30.000	2009	4
48 Bizkaia	De 20.001 a 30.000	2008	5
48 Bizkaia	De 20.001 a 30.000	2007	5
48 Bizkaia	De 20.001 a 30.000	2006	4
48 Bizkaia	De 20.001 a 30.000	2005	4
48 Bizkaia	De 20.001 a 30.000	2004	4
48 Bizkaia	De 20.001 a 30.000	2003	4
48 Bizkaia	De 20.001 a 30.000	2002	4
48 Bizkaia	De 20.001 a 30.000	2001	4
48 Bizkaia	De 20.001 a 30.000	2000	4
48 Bizkaia	De 20.001 a 30.000	1999	4
48 Bizkaia	De 20.001 a 30.000	1998	4
48 Bizkaia	De 20.001 a 30.000	1997	""
48 Bizkaia	De 20.001 a 30.000	1996	4
48 Bizkaia	De 30.001 a 50.000	2021	4
48 Bizkaia	De 30.001 a 50.000	2020	5
48 Bizkaia	De 30.001 a 50.000	2019	4
48 Bizkaia	De 30.001 a 50.000	2018	4
48 Bizkaia	De 30.001 a 50.000	2017	4
48 Bizkaia	De 30.001 a 50.000	2016	4
48 Bizkaia	De 30.001 a 50.000	2015	4
48 Bizkaia	De 30.001 a 50.000	2014	4
48 Bizkaia	De 30.001 a 50.000	2013	4
48 Bizkaia	De 30.001 a 50.000	2012	4
48 Bizkaia	De 30.001 a 50.000	2011	4
48 Bizkaia	De 30.001 a 50.000	2010	4
48 Bizkaia	De 30.001 a 50.000	2009	4
48 Bizkaia	De 30.001 a 50.000	2008	3
48 Bizkaia	De 30.001 a 50.000	2007	3
48 Bizkaia	De 30.001 a 50.000	2006	4
48 Bizkaia	De 30.001 a 50.000	2005	4
48 Bizkaia	De 30.001 a 50.000	2004	3
48 Bizkaia	De 30.001 a 50.000	2003	3
48 Bizkaia	De 30.001 a 50.000	2002	3
48 Bizkaia	De 30.001 a 50.000	2001	3
48 Bizkaia	De 30.001 a 50.000	2000	3
48 Bizkaia	De 30.001 a 50.000	1999	3
48 Bizkaia	De 30.001 a 50.000	1998	3
48 Bizkaia	De 30.001 a 50.000	1997	""
48 Bizkaia	De 30.001 a 50.000	1996	3
48 Bizkaia	De 50.001 a 100.000	2021	1
48 Bizkaia	De 50.001 a 100.000	2020	1
48 Bizkaia	De 50.001 a 100.000	2019	1
48 Bizkaia	De 50.001 a 100.000	2018	1
48 Bizkaia	De 50.001 a 100.000	2017	1
48 Bizkaia	De 50.001 a 100.000	2016	1
48 Bizkaia	De 50.001 a 100.000	2015	1
48 Bizkaia	De 50.001 a 100.000	2014	1
48 Bizkaia	De 50.001 a 100.000	2013	1
48 Bizkaia	De 50.001 a 100.000	2012	1
48 Bizkaia	De 50.001 a 100.000	2011	1
48 Bizkaia	De 50.001 a 100.000	2010	2
48 Bizkaia	De 50.001 a 100.000	2009	2
48 Bizkaia	De 50.001 a 100.000	2008	2
48 Bizkaia	De 50.001 a 100.000	2007	2
48 Bizkaia	De 50.001 a 100.000	2006	2
48 Bizkaia	De 50.001 a 100.000	2005	2
48 Bizkaia	De 50.001 a 100.000	2004	3
48 Bizkaia	De 50.001 a 100.000	2003	3
48 Bizkaia	De 50.001 a 100.000	2002	3
48 Bizkaia	De 50.001 a 100.000	2001	3
48 Bizkaia	De 50.001 a 100.000	2000	3
48 Bizkaia	De 50.001 a 100.000	1999	3
48 Bizkaia	De 50.001 a 100.000	1998	3
48 Bizkaia	De 50.001 a 100.000	1997	""
48 Bizkaia	De 50.001 a 100.000	1996	2
48 Bizkaia	De 100.001 a 500.000	2021	2
48 Bizkaia	De 100.001 a 500.000	2020	2
48 Bizkaia	De 100.001 a 500.000	2019	2
48 Bizkaia	De 100.001 a 500.000	2018	2
48 Bizkaia	De 100.001 a 500.000	2017	2
48 Bizkaia	De 100.001 a 500.000	2016	2
48 Bizkaia	De 100.001 a 500.000	2015	2
48 Bizkaia	De 100.001 a 500.000	2014	2
48 Bizkaia	De 100.001 a 500.000	2013	2
48 Bizkaia	De 100.001 a 500.000	2012	2
48 Bizkaia	De 100.001 a 500.000	2011	2
48 Bizkaia	De 100.001 a 500.000	2010	1
48 Bizkaia	De 100.001 a 500.000	2009	1
48 Bizkaia	De 100.001 a 500.000	2008	1
48 Bizkaia	De 100.001 a 500.000	2007	1
48 Bizkaia	De 100.001 a 500.000	2006	1
48 Bizkaia	De 100.001 a 500.000	2005	1
48 Bizkaia	De 100.001 a 500.000	2004	1
48 Bizkaia	De 100.001 a 500.000	2003	1
48 Bizkaia	De 100.001 a 500.000	2002	1
48 Bizkaia	De 100.001 a 500.000	2001	1
48 Bizkaia	De 100.001 a 500.000	2000	1
48 Bizkaia	De 100.001 a 500.000	1999	1
48 Bizkaia	De 100.001 a 500.000	1998	1
48 Bizkaia	De 100.001 a 500.000	1997	""
48 Bizkaia	De 100.001 a 500.000	1996	2
48 Bizkaia	Más de 500.000	2021	0
48 Bizkaia	Más de 500.000	2020	0
48 Bizkaia	Más de 500.000	2019	0
48 Bizkaia	Más de 500.000	2018	0
48 Bizkaia	Más de 500.000	2017	0
48 Bizkaia	Más de 500.000	2016	0
48 Bizkaia	Más de 500.000	2015	0
48 Bizkaia	Más de 500.000	2014	0
48 Bizkaia	Más de 500.000	2013	0
48 Bizkaia	Más de 500.000	2012	0
48 Bizkaia	Más de 500.000	2011	0
48 Bizkaia	Más de 500.000	2010	0
48 Bizkaia	Más de 500.000	2009	0
48 Bizkaia	Más de 500.000	2008	0
48 Bizkaia	Más de 500.000	2007	0
48 Bizkaia	Más de 500.000	2006	0
48 Bizkaia	Más de 500.000	2005	0
48 Bizkaia	Más de 500.000	2004	0
48 Bizkaia	Más de 500.000	2003	0
48 Bizkaia	Más de 500.000	2002	0
48 Bizkaia	Más de 500.000	2001	0
48 Bizkaia	Más de 500.000	2000	0
48 Bizkaia	Más de 500.000	1999	0
48 Bizkaia	Más de 500.000	1998	0
48 Bizkaia	Más de 500.000	1997	""
48 Bizkaia	Más de 500.000	1996	0
09 Burgos	Total	2021	371
09 Burgos	Total	2020	371
09 Burgos	Total	2019	371
09 Burgos	Total	2018	371
09 Burgos	Total	2017	371
09 Burgos	Total	2016	371
09 Burgos	Total	2015	371
09 Burgos	Total	2014	371
09 Burgos	Total	2013	371
09 Burgos	Total	2012	371
09 Burgos	Total	2011	371
09 Burgos	Total	2010	371
09 Burgos	Total	2009	371
09 Burgos	Total	2008	371
09 Burgos	Total	2007	371
09 Burgos	Total	2006	371
09 Burgos	Total	2005	371
09 Burgos	Total	2004	371
09 Burgos	Total	2003	371
09 Burgos	Total	2002	371
09 Burgos	Total	2001	371
09 Burgos	Total	2000	371
09 Burgos	Total	1999	371
09 Burgos	Total	1998	371
09 Burgos	Total	1997	""
09 Burgos	Total	1996	371
09 Burgos	Menos de 101	2021	164
09 Burgos	Menos de 101	2020	168
09 Burgos	Menos de 101	2019	162
09 Burgos	Menos de 101	2018	162
09 Burgos	Menos de 101	2017	160
09 Burgos	Menos de 101	2016	157
09 Burgos	Menos de 101	2015	158
09 Burgos	Menos de 101	2014	152
09 Burgos	Menos de 101	2013	154
09 Burgos	Menos de 101	2012	144
09 Burgos	Menos de 101	2011	141
09 Burgos	Menos de 101	2010	142
09 Burgos	Menos de 101	2009	140
09 Burgos	Menos de 101	2008	140
09 Burgos	Menos de 101	2007	135
09 Burgos	Menos de 101	2006	134
09 Burgos	Menos de 101	2005	130
09 Burgos	Menos de 101	2004	129
09 Burgos	Menos de 101	2003	128
09 Burgos	Menos de 101	2002	127
09 Burgos	Menos de 101	2001	128
09 Burgos	Menos de 101	2000	128
09 Burgos	Menos de 101	1999	123
09 Burgos	Menos de 101	1998	121
09 Burgos	Menos de 101	1997	""
09 Burgos	Menos de 101	1996	118
09 Burgos	De 101 a 500	2021	151
09 Burgos	De 101 a 500	2020	147
09 Burgos	De 101 a 500	2019	153
09 Burgos	De 101 a 500	2018	154
09 Burgos	De 101 a 500	2017	154
09 Burgos	De 101 a 500	2016	157
09 Burgos	De 101 a 500	2015	153
09 Burgos	De 101 a 500	2014	159
09 Burgos	De 101 a 500	2013	157
09 Burgos	De 101 a 500	2012	162
09 Burgos	De 101 a 500	2011	164
09 Burgos	De 101 a 500	2010	168
09 Burgos	De 101 a 500	2009	168
09 Burgos	De 101 a 500	2008	170
09 Burgos	De 101 a 500	2007	177
09 Burgos	De 101 a 500	2006	177
09 Burgos	De 101 a 500	2005	181
09 Burgos	De 101 a 500	2004	182
09 Burgos	De 101 a 500	2003	182
09 Burgos	De 101 a 500	2002	182
09 Burgos	De 101 a 500	2001	183
09 Burgos	De 101 a 500	2000	184
09 Burgos	De 101 a 500	1999	188
09 Burgos	De 101 a 500	1998	189
09 Burgos	De 101 a 500	1997	""
09 Burgos	De 101 a 500	1996	192
09 Burgos	De 501 a 1.000	2021	30
09 Burgos	De 501 a 1.000	2020	30
09 Burgos	De 501 a 1.000	2019	30
09 Burgos	De 501 a 1.000	2018	29
09 Burgos	De 501 a 1.000	2017	30
09 Burgos	De 501 a 1.000	2016	30
09 Burgos	De 501 a 1.000	2015	31
09 Burgos	De 501 a 1.000	2014	31
09 Burgos	De 501 a 1.000	2013	32
09 Burgos	De 501 a 1.000	2012	36
09 Burgos	De 501 a 1.000	2011	37
09 Burgos	De 501 a 1.000	2010	32
09 Burgos	De 501 a 1.000	2009	35
09 Burgos	De 501 a 1.000	2008	34
09 Burgos	De 501 a 1.000	2007	33
09 Burgos	De 501 a 1.000	2006	34
09 Burgos	De 501 a 1.000	2005	34
09 Burgos	De 501 a 1.000	2004	34
09 Burgos	De 501 a 1.000	2003	36
09 Burgos	De 501 a 1.000	2002	37
09 Burgos	De 501 a 1.000	2001	37
09 Burgos	De 501 a 1.000	2000	37
09 Burgos	De 501 a 1.000	1999	37
09 Burgos	De 501 a 1.000	1998	38
09 Burgos	De 501 a 1.000	1997	""
09 Burgos	De 501 a 1.000	1996	37
09 Burgos	De 1.001 a 2.000	2021	16
09 Burgos	De 1.001 a 2.000	2020	16
09 Burgos	De 1.001 a 2.000	2019	16
09 Burgos	De 1.001 a 2.000	2018	16
09 Burgos	De 1.001 a 2.000	2017	17
09 Burgos	De 1.001 a 2.000	2016	17
09 Burgos	De 1.001 a 2.000	2015	18
09 Burgos	De 1.001 a 2.000	2014	18
09 Burgos	De 1.001 a 2.000	2013	16
09 Burgos	De 1.001 a 2.000	2012	17
09 Burgos	De 1.001 a 2.000	2011	16
09 Burgos	De 1.001 a 2.000	2010	16
09 Burgos	De 1.001 a 2.000	2009	15
09 Burgos	De 1.001 a 2.000	2008	14
09 Burgos	De 1.001 a 2.000	2007	13
09 Burgos	De 1.001 a 2.000	2006	15
09 Burgos	De 1.001 a 2.000	2005	15
09 Burgos	De 1.001 a 2.000	2004	14
09 Burgos	De 1.001 a 2.000	2003	13
09 Burgos	De 1.001 a 2.000	2002	13
09 Burgos	De 1.001 a 2.000	2001	9
09 Burgos	De 1.001 a 2.000	2000	8
09 Burgos	De 1.001 a 2.000	1999	8
09 Burgos	De 1.001 a 2.000	1998	8
09 Burgos	De 1.001 a 2.000	1997	""
09 Burgos	De 1.001 a 2.000	1996	9
09 Burgos	De 2.001 a 3.000	2021	3
09 Burgos	De 2.001 a 3.000	2020	3
09 Burgos	De 2.001 a 3.000	2019	3
09 Burgos	De 2.001 a 3.000	2018	3
09 Burgos	De 2.001 a 3.000	2017	3
09 Burgos	De 2.001 a 3.000	2016	3
09 Burgos	De 2.001 a 3.000	2015	4
09 Burgos	De 2.001 a 3.000	2014	4
09 Burgos	De 2.001 a 3.000	2013	5
09 Burgos	De 2.001 a 3.000	2012	5
09 Burgos	De 2.001 a 3.000	2011	6
09 Burgos	De 2.001 a 3.000	2010	6
09 Burgos	De 2.001 a 3.000	2009	6
09 Burgos	De 2.001 a 3.000	2008	6
09 Burgos	De 2.001 a 3.000	2007	6
09 Burgos	De 2.001 a 3.000	2006	4
09 Burgos	De 2.001 a 3.000	2005	4
09 Burgos	De 2.001 a 3.000	2004	5
09 Burgos	De 2.001 a 3.000	2003	5
09 Burgos	De 2.001 a 3.000	2002	5
09 Burgos	De 2.001 a 3.000	2001	7
09 Burgos	De 2.001 a 3.000	2000	7
09 Burgos	De 2.001 a 3.000	1999	8
09 Burgos	De 2.001 a 3.000	1998	8
09 Burgos	De 2.001 a 3.000	1997	""
09 Burgos	De 2.001 a 3.000	1996	8
09 Burgos	De 3.001 a 5.000	2021	2
09 Burgos	De 3.001 a 5.000	2020	2
09 Burgos	De 3.001 a 5.000	2019	2
09 Burgos	De 3.001 a 5.000	2018	2
09 Burgos	De 3.001 a 5.000	2017	2
09 Burgos	De 3.001 a 5.000	2016	2
09 Burgos	De 3.001 a 5.000	2015	2
09 Burgos	De 3.001 a 5.000	2014	2
09 Burgos	De 3.001 a 5.000	2013	2
09 Burgos	De 3.001 a 5.000	2012	2
09 Burgos	De 3.001 a 5.000	2011	2
09 Burgos	De 3.001 a 5.000	2010	2
09 Burgos	De 3.001 a 5.000	2009	2
09 Burgos	De 3.001 a 5.000	2008	2
09 Burgos	De 3.001 a 5.000	2007	2
09 Burgos	De 3.001 a 5.000	2006	2
09 Burgos	De 3.001 a 5.000	2005	2
09 Burgos	De 3.001 a 5.000	2004	2
09 Burgos	De 3.001 a 5.000	2003	3
09 Burgos	De 3.001 a 5.000	2002	2
09 Burgos	De 3.001 a 5.000	2001	2
09 Burgos	De 3.001 a 5.000	2000	2
09 Burgos	De 3.001 a 5.000	1999	2
09 Burgos	De 3.001 a 5.000	1998	2
09 Burgos	De 3.001 a 5.000	1997	""
09 Burgos	De 3.001 a 5.000	1996	2
09 Burgos	De 5.001 a 10.000	2021	2
09 Burgos	De 5.001 a 10.000	2020	2
09 Burgos	De 5.001 a 10.000	2019	2
09 Burgos	De 5.001 a 10.000	2018	2
09 Burgos	De 5.001 a 10.000	2017	2
09 Burgos	De 5.001 a 10.000	2016	2
09 Burgos	De 5.001 a 10.000	2015	2
09 Burgos	De 5.001 a 10.000	2014	2
09 Burgos	De 5.001 a 10.000	2013	2
09 Burgos	De 5.001 a 10.000	2012	2
09 Burgos	De 5.001 a 10.000	2011	2
09 Burgos	De 5.001 a 10.000	2010	2
09 Burgos	De 5.001 a 10.000	2009	2
09 Burgos	De 5.001 a 10.000	2008	2
09 Burgos	De 5.001 a 10.000	2007	2
09 Burgos	De 5.001 a 10.000	2006	2
09 Burgos	De 5.001 a 10.000	2005	2
09 Burgos	De 5.001 a 10.000	2004	2
09 Burgos	De 5.001 a 10.000	2003	1
09 Burgos	De 5.001 a 10.000	2002	2
09 Burgos	De 5.001 a 10.000	2001	2
09 Burgos	De 5.001 a 10.000	2000	2
09 Burgos	De 5.001 a 10.000	1999	2
09 Burgos	De 5.001 a 10.000	1998	2
09 Burgos	De 5.001 a 10.000	1997	""
09 Burgos	De 5.001 a 10.000	1996	2
09 Burgos	De 10.001 a 20.000	2021	0
09 Burgos	De 10.001 a 20.000	2020	0
09 Burgos	De 10.001 a 20.000	2019	0
09 Burgos	De 10.001 a 20.000	2018	0
09 Burgos	De 10.001 a 20.000	2017	0
09 Burgos	De 10.001 a 20.000	2016	0
09 Burgos	De 10.001 a 20.000	2015	0
09 Burgos	De 10.001 a 20.000	2014	0
09 Burgos	De 10.001 a 20.000	2013	0
09 Burgos	De 10.001 a 20.000	2012	0
09 Burgos	De 10.001 a 20.000	2011	0
09 Burgos	De 10.001 a 20.000	2010	0
09 Burgos	De 10.001 a 20.000	2009	0
09 Burgos	De 10.001 a 20.000	2008	0
09 Burgos	De 10.001 a 20.000	2007	0
09 Burgos	De 10.001 a 20.000	2006	0
09 Burgos	De 10.001 a 20.000	2005	0
09 Burgos	De 10.001 a 20.000	2004	0
09 Burgos	De 10.001 a 20.000	2003	0
09 Burgos	De 10.001 a 20.000	2002	0
09 Burgos	De 10.001 a 20.000	2001	0
09 Burgos	De 10.001 a 20.000	2000	0
09 Burgos	De 10.001 a 20.000	1999	0
09 Burgos	De 10.001 a 20.000	1998	0
09 Burgos	De 10.001 a 20.000	1997	""
09 Burgos	De 10.001 a 20.000	1996	0
09 Burgos	De 20.001 a 30.000	2021	0
09 Burgos	De 20.001 a 30.000	2020	0
09 Burgos	De 20.001 a 30.000	2019	0
09 Burgos	De 20.001 a 30.000	2018	0
09 Burgos	De 20.001 a 30.000	2017	0
09 Burgos	De 20.001 a 30.000	2016	0
09 Burgos	De 20.001 a 30.000	2015	0
09 Burgos	De 20.001 a 30.000	2014	0
09 Burgos	De 20.001 a 30.000	2013	0
09 Burgos	De 20.001 a 30.000	2012	0
09 Burgos	De 20.001 a 30.000	2011	0
09 Burgos	De 20.001 a 30.000	2010	0
09 Burgos	De 20.001 a 30.000	2009	0
09 Burgos	De 20.001 a 30.000	2008	0
09 Burgos	De 20.001 a 30.000	2007	0
09 Burgos	De 20.001 a 30.000	2006	0
09 Burgos	De 20.001 a 30.000	2005	0
09 Burgos	De 20.001 a 30.000	2004	0
09 Burgos	De 20.001 a 30.000	2003	0
09 Burgos	De 20.001 a 30.000	2002	0
09 Burgos	De 20.001 a 30.000	2001	1
09 Burgos	De 20.001 a 30.000	2000	1
09 Burgos	De 20.001 a 30.000	1999	1
09 Burgos	De 20.001 a 30.000	1998	1
09 Burgos	De 20.001 a 30.000	1997	""
09 Burgos	De 20.001 a 30.000	1996	1
09 Burgos	De 30.001 a 50.000	2021	2
09 Burgos	De 30.001 a 50.000	2020	2
09 Burgos	De 30.001 a 50.000	2019	2
09 Burgos	De 30.001 a 50.000	2018	2
09 Burgos	De 30.001 a 50.000	2017	2
09 Burgos	De 30.001 a 50.000	2016	2
09 Burgos	De 30.001 a 50.000	2015	2
09 Burgos	De 30.001 a 50.000	2014	2
09 Burgos	De 30.001 a 50.000	2013	2
09 Burgos	De 30.001 a 50.000	2012	2
09 Burgos	De 30.001 a 50.000	2011	2
09 Burgos	De 30.001 a 50.000	2010	2
09 Burgos	De 30.001 a 50.000	2009	2
09 Burgos	De 30.001 a 50.000	2008	2
09 Burgos	De 30.001 a 50.000	2007	2
09 Burgos	De 30.001 a 50.000	2006	2
09 Burgos	De 30.001 a 50.000	2005	2
09 Burgos	De 30.001 a 50.000	2004	2
09 Burgos	De 30.001 a 50.000	2003	2
09 Burgos	De 30.001 a 50.000	2002	2
09 Burgos	De 30.001 a 50.000	2001	1
09 Burgos	De 30.001 a 50.000	2000	1
09 Burgos	De 30.001 a 50.000	1999	1
09 Burgos	De 30.001 a 50.000	1998	1
09 Burgos	De 30.001 a 50.000	1997	""
09 Burgos	De 30.001 a 50.000	1996	1
09 Burgos	De 50.001 a 100.000	2021	0
09 Burgos	De 50.001 a 100.000	2020	0
09 Burgos	De 50.001 a 100.000	2019	0
09 Burgos	De 50.001 a 100.000	2018	0
09 Burgos	De 50.001 a 100.000	2017	0
09 Burgos	De 50.001 a 100.000	2016	0
09 Burgos	De 50.001 a 100.000	2015	0
09 Burgos	De 50.001 a 100.000	2014	0
09 Burgos	De 50.001 a 100.000	2013	0
09 Burgos	De 50.001 a 100.000	2012	0
09 Burgos	De 50.001 a 100.000	2011	0
09 Burgos	De 50.001 a 100.000	2010	0
09 Burgos	De 50.001 a 100.000	2009	0
09 Burgos	De 50.001 a 100.000	2008	0
09 Burgos	De 50.001 a 100.000	2007	0
09 Burgos	De 50.001 a 100.000	2006	0
09 Burgos	De 50.001 a 100.000	2005	0
09 Burgos	De 50.001 a 100.000	2004	0
09 Burgos	De 50.001 a 100.000	2003	0
09 Burgos	De 50.001 a 100.000	2002	0
09 Burgos	De 50.001 a 100.000	2001	0
09 Burgos	De 50.001 a 100.000	2000	0
09 Burgos	De 50.001 a 100.000	1999	0
09 Burgos	De 50.001 a 100.000	1998	0
09 Burgos	De 50.001 a 100.000	1997	""
09 Burgos	De 50.001 a 100.000	1996	0
09 Burgos	De 100.001 a 500.000	2021	1
09 Burgos	De 100.001 a 500.000	2020	1
09 Burgos	De 100.001 a 500.000	2019	1
09 Burgos	De 100.001 a 500.000	2018	1
09 Burgos	De 100.001 a 500.000	2017	1
09 Burgos	De 100.001 a 500.000	2016	1
09 Burgos	De 100.001 a 500.000	2015	1
09 Burgos	De 100.001 a 500.000	2014	1
09 Burgos	De 100.001 a 500.000	2013	1
09 Burgos	De 100.001 a 500.000	2012	1
09 Burgos	De 100.001 a 500.000	2011	1
09 Burgos	De 100.001 a 500.000	2010	1
09 Burgos	De 100.001 a 500.000	2009	1
09 Burgos	De 100.001 a 500.000	2008	1
09 Burgos	De 100.001 a 500.000	2007	1
09 Burgos	De 100.001 a 500.000	2006	1
09 Burgos	De 100.001 a 500.000	2005	1
09 Burgos	De 100.001 a 500.000	2004	1
09 Burgos	De 100.001 a 500.000	2003	1
09 Burgos	De 100.001 a 500.000	2002	1
09 Burgos	De 100.001 a 500.000	2001	1
09 Burgos	De 100.001 a 500.000	2000	1
09 Burgos	De 100.001 a 500.000	1999	1
09 Burgos	De 100.001 a 500.000	1998	1
09 Burgos	De 100.001 a 500.000	1997	""
09 Burgos	De 100.001 a 500.000	1996	1
09 Burgos	Más de 500.000	2021	0
09 Burgos	Más de 500.000	2020	0
09 Burgos	Más de 500.000	2019	0
09 Burgos	Más de 500.000	2018	0
09 Burgos	Más de 500.000	2017	0
09 Burgos	Más de 500.000	2016	0
09 Burgos	Más de 500.000	2015	0
09 Burgos	Más de 500.000	2014	0
09 Burgos	Más de 500.000	2013	0
09 Burgos	Más de 500.000	2012	0
09 Burgos	Más de 500.000	2011	0
09 Burgos	Más de 500.000	2010	0
09 Burgos	Más de 500.000	2009	0
09 Burgos	Más de 500.000	2008	0
09 Burgos	Más de 500.000	2007	0
09 Burgos	Más de 500.000	2006	0
09 Burgos	Más de 500.000	2005	0
09 Burgos	Más de 500.000	2004	0
09 Burgos	Más de 500.000	2003	0
09 Burgos	Más de 500.000	2002	0
09 Burgos	Más de 500.000	2001	0
09 Burgos	Más de 500.000	2000	0
09 Burgos	Más de 500.000	1999	0
09 Burgos	Más de 500.000	1998	0
09 Burgos	Más de 500.000	1997	""
09 Burgos	Más de 500.000	1996	0
10 Cáceres	Total	2021	223
10 Cáceres	Total	2020	223
10 Cáceres	Total	2019	223
10 Cáceres	Total	2018	223
10 Cáceres	Total	2017	223
